ZONE I=5, J=5
-3.63 0 0 0 0.0950318 -0.0994523 0.0125965 0.285377 0.0362173 -0.139941 -0.269638 0.0519861 -0.0439056 0.312937 -0.704869 
-3.4485 0 0 0 0.0611206 -0.0962583 0.019709 0.261487 0.0438211 -0.142333 -0.223687 0.00847834 -0.0223351 0.272896 -0.699494 
-3.267 0 0 0 0.0272095 -0.0915473 0.0271916 0.235175 0.0409906 -0.141718 -0.179615 -0.0475464 0.024073 0.235751 -0.675537 
-3.0855 0 0 0 -0.00670172 -0.0853192 0.0350444 0.20644 0.0277258 -0.138097 -0.137422 -0.116088 0.0953185 0.2015 -0.633 
-2.904 0 0 0 -0.0406129 -0.077574 0.0432674 0.175281 0.00402669 -0.131469 -0.0971061 -0.197147 0.191401 0.170144 -0.571881 
-3.63 0.12825 0.0126411 0.000523113 0.0696083 -0.0658028 -0.00217396 0.248875 0.031924 -0.101871 -0.343303 0.0724197 -0.0639712 0.311682 -0.536854 
-3.4485 0.12825 0.0110597 0.00104351 0.0439244 -0.065478 0.00396564 0.228659 0.0413722 -0.107974 -0.294999 0.032108 -0.047929 0.280366 -0.541993 
-3.267 0.12825 0.00980058 0.0011697 0.0182404 -0.0640363 0.0111788 0.206774 0.0434392 -0.112633 -0.248301 -0.0217462 -0.0105618 0.246344 -0.531312 
-3.0855 0.12825 0.00886365 0.000901685 -0.00744362 -0.0614778 0.0194655 0.183221 0.038125 -0.115846 -0.20321 -0.0891429 0.0481304 0.209615 -0.504808 
-2.904 0.12825 0.00824894 0.000239467 -0.0331276 -0.0578025 0.0288258 0.158 0.0254296 -0.117614 -0.159724 -0.170082 0.128148 0.17018 -0.462484 
-3.63 0.2565 0.020284 0.00103408 0.0441849 -0.0365602 -0.0129281 0.203775 0.0266429 -0.0635123 -0.399075 0.0854613 -0.0789172 0.295385 -0.305388 
-3.4485 0.2565 0.0182518 0.00187152 0.0267281 -0.0383618 -0.00782069 0.18828 0.0370082 -0.0728719 -0.350832 0.0500468 -0.0683316 0.274494 -0.323928 
-3.267 0.2565 0.0165654 0.00210678 0.00927127 -0.0394192 -0.00123117 0.171784 0.042799 -0.082006 -0.303873 0.000983791 -0.0399938 0.246058 -0.330604 
-3.0855 0.2565 0.0152249 0.00173986 -0.00818553 -0.0397323 0.00684049 0.154288 0.0440155 -0.0909148 -0.2582 -0.0617277 0.0060963 0.210078 -0.325415 
-2.904 0.2565 0.0142301 0.000770768 -0.0256423 -0.0393011 0.0163943 0.135793 0.0406576 -0.0995982 -0.213811 -0.138088 0.0699387 0.166552 -0.308361 
-3.63 0.38475 0.0229287 0.00153291 0.0187614 -0.0117245 -0.0196658 0.150077 0.0203741 -0.024866 -0.436955 0.0911107 -0.0887435 0.264045 -0.0104713 
-3.4485 0.38475 0.0215762 0.00248403 0.00953178 -0.0149099 -0.01565 0.14035 0.030729 -0.0370254 -0.391186 0.0622945 -0.0835429 0.25528 -0.0452973 
-3.267 0.38475 0.0202946 0.00281123 0.000302176 -0.0176959 -0.0100383 0.130205 0.0390701 -0.0498375 -0.346331 0.0206435 -0.064223 0.234894 -0.0734131 
-3.0855 0.38475 0.0190837 0.00251452 -0.00892743 -0.0200825 -0.0028307 0.119641 0.0453973 -0.0633025 -0.302392 -0.0338422 -0.0307838 0.202888 -0.0948187 
-2.904 0.38475 0.0179436 0.0015939 -0.018157 -0.0220697 0.00597271 0.108658 0.0497107 -0.0774202 -0.259367 -0.101163 0.0167747 0.159261 -0.109514 
-3.63 0.513 0.0205751 0.0020196 -0.00666209 0.00870421 -0.0223872 0.0877798 0.0131174 0.0140684 -0.456942 0.0893682 -0.0934502 0.217663 0.347895 
-3.4485 0.513 0.021033 0.00288104 -0.0076645 0.00487786 -0.0195222 0.0848708 0.0225347 -0.000434804 -0.416061 0.0688512 -0.0935627 0.222724 0.293898 
