ZONE I=5, J=5
-3.63 0 0 0 0.0863531 -0.0988418 0.0122888 0.282981 0.0378671 -0.141979 -0.266295 0.0504049 -0.0485592 0.31203 -0.691901 
-3.4485 0 0 0 0.0519543 -0.0956878 0.0194843 0.258722 0.0450835 -0.144227 -0.219587 0.00241744 -0.0250125 0.272005 -0.68544 
-3.267 0 0 0 0.0175555 -0.0909876 0.0270776 0.232045 0.0410353 -0.143429 -0.175359 -0.0574597 0.0245243 0.23459 -0.658571 
-3.0855 0 0 0 -0.0168432 -0.0847412 0.035069 0.202951 0.0257226 -0.139586 -0.13361 -0.129227 0.100051 0.199785 -0.611294 
-2.904 0 0 0 -0.051242 -0.0769485 0.0434583 0.17144 -0.000854677 -0.132698 -0.0943403 -0.212883 0.201569 0.167592 -0.54361 
-3.63 0.12825 0.0126411 0.000523113 0.0612332 -0.0654271 -0.00272085 0.24711 0.0335668 -0.103389 -0.338905 0.0725127 -0.0683658 0.312314 -0.529831 
-3.4485 0.12825 0.0110367 0.00105925 0.0350034 -0.0651838 0.00350958 0.226504 0.0427585 -0.109691 -0.289764 0.0281731 -0.0507429 0.281263 -0.533401 
-3.267 0.12825 0.00975742 0.00119388 0.00877363 -0.0638014 0.0108675 0.204272 0.043938 -0.114453 -0.242731 -0.0289619 -0.010669 0.247024 -0.520183 
-3.0855 0.12825 0.00880332 0.000927021 -0.0174562 -0.06128 0.0193528 0.180415 0.0371051 -0.117673 -0.197807 -0.0988921 0.051856 0.209598 -0.490176 
-2.904 0.12825 0.00817437 0.000258658 -0.043686 -0.0576196 0.0289656 0.154933 0.02226 -0.119354 -0.154991 -0.181618 0.136832 0.168986 -0.44338 
-3.63 0.2565 0.020284 0.00103408 0.0361134 -0.0363703 -0.0136757 0.202659 0.0280959 -0.064514 -0.394053 0.0866267 -0.0828382 0.297882 -0.305011 
-3.4485 0.2565 0.0182214 0.00189865 0.0180526 -0.0382905 -0.00846711 0.186805 0.0383202 -0.0743035 -0.344956 0.0477096 -0.070991 0.277311 -0.321831 
