ZONE I=5, J=5
-3.63 0 0 0 0.0468133 -0.0970823 0.0179987 0.277843 0.032624 -0.170496 -0.276355 0.037463 -0.0425123 0.334585 -0.621424 
-3.4485 0 0 0 0.00920963 -0.0936056 0.0242985 0.248977 0.0340434 -0.174547 -0.220457 0.00815905 -0.0120693 0.303913 -0.589788 
-3.267 0 0 0 -0.0283941 -0.088393 0.0304188 0.217921 0.0303981 -0.173833 -0.169837 -0.0407887 0.0219574 0.267371 -0.541517 
-3.0855 0 0 0 -0.0659978 -0.0814446 0.0363593 0.184676 0.0216882 -0.168354 -0.124495 -0.10938 0.0595678 0.224961 -0.476611 
-2.904 0 0 0 -0.103602 -0.0727602 0.0421202 0.149242 0.00791367 -0.158112 -0.0844311 -0.197616 0.100762 0.176681 -0.39507 
-3.63 0.12825 0.0126411 0.000523113 0.0223829 -0.0645313 0.000124025 0.242821 0.0282289 -0.127286 -0.339108 0.0479176 -0.0595058 0.352557 -0.476296 
-3.4485 0.12825 0.0110398 0.00110219 -0.00696173 -0.0642248 0.00533223 0.218181 0.0317208 -0.134734 -0.281631 0.0225333 -0.0344293 0.327898 -0.460561 
-3.267 0.12825 0.00968753 0.00127833 -0.0363064 -0.0627096 0.0109567 0.192115 0.0315625 -0.138421 -0.227036 -0.0187253 -0.00532561 0.29529 -0.432013 
-3.0855 0.12825 0.00858431 0.00105153 -0.0656511 -0.0599859 0.0169973 0.164622 0.0277539 -0.138346 -0.175323 -0.0758581 0.0278053 0.254732 -0.390652 
-2.904 0.12825 0.00773016 0.000421787 -0.0949957 -0.0560535 0.0234542 0.135703 0.0202951 -0.134509 -0.126493 -0.148865 0.0649634 0.206226 -0.336478 
-3.63 0.2565 0.020284 0.00103408 -0.00204747 -0.0361866 -0.0132663 0.199148 0.0223763 -0.0829806 -0.386134 0.0549485 -0.0715022 0.353549 -0.272102 
-3.4485 0.2565 0.018234 0.00195821 -0.0231331 -0.0382824 -0.00922909 0.180224 0.0274825 -0.0929403 -0.329517 0.0330676 -0.0519178 0.3363 -0.279213 
-3.267 0.2565 0.0164458 0.0022681 -0.0442187 -0.0396861 -0.00437706 0.160485 0.0301537 -0.100248 -0.273586 -0.00104458 -0.028167 0.309789 -0.277062 
-3.0855 0.2565 0.0149196 0.00196377 -0.0653044 -0.0403978 0.00128984 0.139931 0.0303897 -0.104904 -0.21834 -0.0473881 -0.000249809 0.274017 -0.265647 
-2.904 0.2565 0.0136553 0.00104521 -0.08639 -0.0404175 0.00777162 0.118563 0.0281907 -0.106909 -0.16378 -0.105963 0.0318337 0.228984 -0.24497 
-3.63 0.38475 0.0229287 0.00153291 -0.0264779 -0.0120481 -0.0221722 0.146823 0.0150661 -0.0375797 -0.417432 0.0585555 -0.0785016 0.337561 -0.00884348 
-3.4485 0.38475 0.0215825 0.00256805 -0.0393045 -0.0157784 -0.0193854 0.135104 0.0213285 -0.0491642 -0.364115 0.039762 -0.0645347 0.329118 -0.0457459 
-3.267 0.38475 0.0202749 0.00296932 -0.052131 -0.0193225 -0.0155824 0.123031 0.0261717 -0.0593142 -0.309486 0.0122533 -0.0465666 0.310869 -0.076664 
-3.0855 0.38475 0.0190059 0.00273672 -0.0649576 -0.0226805 -0.0107631 0.110604 0.0295956 -0.0680297 -0.253545 -0.0239704 -0.0245974 0.282814 -0.101598 
-2.904 0.38475 0.0177755 0.00187026 -0.0777842 -0.0258523 -0.00492748 0.0978225 0.0316003 -0.0753107 -0.196292 -0.0689091 0.00137293 0.244954 -0.120547 
-3.63 0.513 0.0205751 0.0020196 -0.0509083 0.00788414 -0.0265937 0.0858475 0.0062984 0.00891659 -0.433002 0.0587388 -0.080504 0.304594 0.313481 
